,region,EWCL,perspective,value
172,四川,Land,国际（消费视角）,6230.0868304815185
173,贵州,Land,国际（消费视角）,1129.7947172170489
174,云南,Land,国际（消费视角）,2449.1064660695233
175,陕西,Land,国际（消费视角）,3727.941805225545
176,甘肃,Land,国际（消费视角）,
177,青海,Land,国际（消费视角）,
178,宁夏,Land,国际（消费视角）,
179,新疆,Land,国际（消费视角）,
,region,EWCL,perspective,value
0,北京,CO2,本地（生产视角）,50.4859010740301
1,天津,CO2,本地（生产视角）,59.45063681561346
2,河北,CO2,本地（生产视角）,239.75078964037922
3,山西,CO2,本地（生产视角）,182.23955204042096
4,内蒙古,CO2,本地（生产视角）,187.63891158053974
5,辽宁,CO2,本地（生产视角）,238.79880729744656
6,吉林,CO2,本地（生产视角）,103.37636691176246
7,黑龙江,CO2,本地（生产视角）,119.0668556585568
8,上海,CO2,本地（生产视角）,89.51627952048219
9,江苏,CO2,本地（生产视角）,229.94781584043534
10,浙江,CO2,本地（生产视角）,154.8592146904905
11,安徽,CO2,本地（生产视角）,126.94393189557556
12,福建,CO2,本地（生产视角）,131.4937772504887
13,江西,CO2,本地（生产视角）,97.60132194883808
14,山东,CO2,本地（生产视角）,431.5651049142055
15,河南,CO2,本地（生产视角）,245.20370518322983
16,湖北,CO2,本地（生产视角）,208.75904943852208
17,湖南,CO2,本地（生产视角）,183.62447054412357
18,广东,CO2,本地（生产视角）,242.97276531935432
19,广西,CO2,本地（生产视角）,112.33480006796582
20,海南,CO2,本地（生产视角）,24.041951932488974
21,重庆,CO2,本地（生产视角）,91.43356674447352
22,四川,CO2,本地（生产视角）,202.20545127692444
23,贵州,CO2,本地（生产视角）,96.40081952191542
24,云南,CO2,本地（生产视角）,126.62716429821934
25,陕西,CO2,本地（生产视角）,106.39071609708158
26,甘肃,CO2,本地（生产视角）,54.37541647613827
27,青海,CO2,本地（生产视角）,13.292022908513909
28,宁夏,CO2,本地（生产视角）,40.43840572466908
29,新疆,CO2,本地（生产视角）,54.68509975806313
30,北京,CO2,国内（生产视角）,29.031726488820894
31,天津,CO2,国内（生产视角）,69.23548099296583
32,河北,CO2,国内（生产视角）,331.11956340305727
33,山西,CO2,国内（生产视角）,196.33045618392327
34,内蒙古,CO2,国内（生产视角）,292.7083381876797
35,辽宁,CO2,国内（生产视角）,164.46322646816208
36,吉林,CO2,国内（生产视角）,111.57631152840953
37,黑龙江,CO2,国内（生产视角）,108.89350817709143
38,上海,CO2,国内（生产视角）,71.07851557965905
39,江苏,CO2,国内（生产视角）,201.54131139692853
40,浙江,CO2,国内（生产视角）,100.93973820039783
41,安徽,CO2,国内（生产视角）,124.441784613168
42,福建,CO2,国内（生产视角）,39.27168632806168
43,江西,CO2,国内（生产视角）,54.53094430831831
44,山东,CO2,国内（生产视角）,220.6872216220591
45,河南,CO2,国内（生产视角）,262.80716905764757
46,湖北,CO2,国内（生产视角）,107.30516766275508
47,湖南,CO2,国内（生产视角）,100.26958575503383
48,广东,CO2,国内（生产视角）,131.30054929894092
49,广西,CO2,国内（生产视角）,63.311233539411084
50,海南,CO2,国内（生产视角）,8.533922035720652
51,重庆,CO2,国内（生产视角）,53.39314143340329
52,四川,CO2,国内（生产视角）,103.71911010766833
53,贵州,CO2,国内（生产视角）,102.44931469632897
54,云南,CO2,国内（生产视角）,73.69779877552809
55,陕西,CO2,国内（生产视角）,99.79657974896982
56,甘肃,CO2,国内（生产视角）,16.211455278645374
57,青海,CO2,国内（生产视角）,5.017075418850929
58,宁夏,CO2,国内（生产视角）,12.774653637270745
59,新疆,CO2,国内（生产视角）,27.907776520467838
60,北京,CO2,国际（生产视角）,19.411673911655708
61,天津,CO2,国际（生产视角）,32.12520687894308
62,河北,CO2,国际（生产视角）,119.15965652749837
63,山西,CO2,国际（生产视角）,60.71009685390751
64,内蒙古,CO2,国际（生产视角）,68.13115394353174
65,辽宁,CO2,国际（生产视角）,79.55967915292682
66,吉林,CO2,国际（生产视角）,26.88079831253022
67,黑龙江,CO2,国际（生产视角）,30.08671603504212
68,上海,CO2,国际（生产视角）,66.23629483799726
69,江苏,CO2,国际（生产视角）,182.75838826066334
70,浙江,CO2,国际（生产视角）,107.1435332290617
71,安徽,CO2,国际（生产视角）,39.365778223058484
72,福建,CO2,国际（生产视角）,53.166606621340065
73,江西,CO2,国际（生产视角）,29.507215063469076
74,山东,CO2,国际（生产视角）,163.8587420690854
75,河南,CO2,国际（生产视角）,75.96025605189176
76,湖北,CO2,国际（生产视角）,49.840625698998615
77,湖南,CO2,国际（生产视角）,39.168506664832584
78,广东,CO2,国际（生产视角）,156.2831484954702
79,广西,CO2,国际（生产视角）,28.702842357142437
80,海南,CO2,国际（生产视角）,4.451675087182479
81,重庆,CO2,国际（生产视角）,17.7458471248866
82,四川,CO2,国际（生产视角）,41.23650170699447
83,贵州,CO2,国际（生产视角）,29.309300521897807
84,云南,CO2,国际（生产视角）,40.83538437880905
85,陕西,CO2,国际（生产视角）,31.916285773537705
86,甘肃,CO2,国际（生产视角）,78.26519284703143
87,青海,CO2,国际（生产视角）,29.057544139558754
88,宁夏,CO2,国际（生产视角）,54.968762813691065
89,新疆,CO2,国际（生产视角）,117.22589905559308
90,北京,CO2,本地（消费视角）,50.4859010740301
91,天津,CO2,本地（消费视角）,59.45063681561346
92,河北,CO2,本地（消费视角）,239.75078964037922
93,山西,CO2,本地（消费视角）,182.23955204042096
94,内蒙古,CO2,本地（消费视角）,187.63891158053974
95,辽宁,CO2,本地（消费视角）,238.79880729744656
96,吉林,CO2,本地（消费视角）,103.37636691176246
97,黑龙江,CO2,本地（消费视角）,119.0668556585568
98,上海,CO2,本地（消费视角）,89.51627952048219
99,江苏,CO2,本地（消费视角）,229.94781584043534
100,浙江,CO2,本地（消费视角）,154.8592146904905
101,安徽,CO2,本地（消费视角）,126.94393189557556
102,福建,CO2,本地（消费视角）,131.4937772504887
103,江西,CO2,本地（消费视角）,97.60132194883808
104,山东,CO2,本地（消费视角）,431.5651049142055
105,河南,CO2,本地（消费视角）,245.20370518322983
106,湖北,CO2,本地（消费视角）,208.75904943852208
107,湖南,CO2,本地（消费视角）,183.62447054412357
108,广东,CO2,本地（消费视角）,242.97276531935432
109,广西,CO2,本地（消费视角）,112.33480006796582
110,海南,CO2,本地（消费视角）,24.041951932488974
111,重庆,CO2,本地（消费视角）,91.43356674447352
112,四川,CO2,本地（消费视角）,202.20545127692444
113,贵州,CO2,本地（消费视角）,96.40081952191542
114,云南,CO2,本地（消费视角）,126.62716429821934
115,陕西,CO2,本地（消费视角）,106.39071609708158
116,甘肃,CO2,本地（消费视角）,35.76429150922761
117,青海,CO2,本地（消费视角）,20.555009855573363
118,宁夏,CO2,本地（消费视角）,24.77144722065248
119,新疆,CO2,本地（消费视角）,52.10379082925576
120,北京,CO2,国内（消费视角）,136.58767685315107
121,天津,CO2,国内（消费视角）,146.5406848784968
122,河北,CO2,国内（消费视角）,214.4485144171483
123,山西,CO2,国内（消费视角）,70.05086501180398
124,内蒙古,CO2,国内（消费视角）,106.64216977489143
125,辽宁,CO2,国内（消费视角）,118.72853526047044
126,吉林,CO2,国内（消费视角）,172.87988056417183
127,黑龙江,CO2,国内（消费视角）,113.25619394161119
128,上海,CO2,国内（消费视角）,207.0077917839107
129,江苏,CO2,国内（消费视角）,242.64781220074923
130,浙江,CO2,国内（消费视角）,217.68398428448654
131,安徽,CO2,国内（消费视角）,93.01884256492545
132,福建,CO2,国内（消费视角）,69.28084019087234
133,江西,CO2,国内（消费视角）,83.86534450664968
134,山东,CO2,国内（消费视角）,220.3955784414292
135,河南,CO2,国内（消费视角）,185.69164271293627
136,湖北,CO2,国内（消费视角）,61.817935375382774
137,湖南,CO2,国内（消费视角）,85.1484316622431
138,广东,CO2,国内（消费视角）,256.4930895435824
139,广西,CO2,国内（消费视角）,81.1908431670976
140,海南,CO2,国内（消费视角）,6.589500719528223
141,重庆,CO2,国内（消费视角）,57.44290110508652
142,四川,CO2,国内（消费视角）,66.49870155182256
143,贵州,CO2,国内（消费视角）,41.54540480852957
144,云南,CO2,国内（消费视角）,70.09141757509727
145,陕西,CO2,国内（消费视角）,126.48520814671213
146,甘肃,CO2,国内（消费视角）,6.82942434691099
147,青海,CO2,国内（消费视角）,2.289108981175025
148,宁夏,CO2,国内（消费视角）,3.988564226759796
149,新疆,CO2,国内（消费视角）,10.009764992426783
150,北京,CO2,国际（消费视角）,23.241102163320807
151,天津,CO2,国际（消费视角）,19.614042470369853
152,河北,CO2,国际（消费视角）,32.95362270021165
153,山西,CO2,国际（消费视角）,15.738782063329866
154,内蒙古,CO2,国际（消费视角）,20.499039842122375
155,辽宁,CO2,国际（消费视角）,33.301841723706694
156,吉林,CO2,国际（消费视角）,18.58365822423943
157,黑龙江,CO2,国际（消费视角）,18.102461779650003
158,上海,CO2,国际（消费视角）,29.115091002447485
159,江苏,CO2,国际（消费视角）,65.9291078771535
160,浙江,CO2,国际（消费视角）,45.42934181256106
161,安徽,CO2,国际（消费视角）,21.264895362477183
162,福建,CO2,国际（消费视角）,22.38182292601803
163,江西,CO2,国际（消费视角）,17.87749770330316
164,山东,CO2,国际（消费视角）,86.14556782083565
165,河南,CO2,国际（消费视角）,46.9154663944038
166,湖北,CO2,国际（消费视角）,23.178816289138
167,湖南,CO2,国际（消费视角）,23.206875960983847
168,广东,CO2,国际（消费视角）,60.28787266576615
169,广西,CO2,国际（消费视角）,19.303501713768416
170,海南,CO2,国际（消费视角）,3.124106129928002
171,重庆,CO2,国际（消费视角）,12.029519842291512
172,四川,CO2,国际（消费视角）,28.269594061816917
173,贵州,CO2,国际（消费视角）,7.298909729916686
174,云南,CO2,国际（消费视角）,15.344117664301807
175,陕西,CO2,国际（消费视角）,19.831501765211033
176,甘肃,CO2,国际（消费视角）,
177,青海,CO2,国际（消费视角）,
178,宁夏,CO2,国际（消费视角）,
179,新疆,CO2,国际（消费视角）,
